文件名,学科,研究类型,题目,链接,提交状态,同行评审状态,作者,资助者,同行评审者,发表时间
Natural sciences9.htm,Natural sciences,Research Article,[2.2.2.2]Paracyclophanetetraenes (PCTs): cyclic structural analogues of poly(p‑phenylene vinylene)s (PPVs),https://open-research-europe.ec.europa.eu/articles/1-111,N/A,[version 2; peer review: 2 approved],Matthias Pletzer; Felix Plasser; Martina Rimmele; Martin Heeney; Florian Glöcklhofer,Horizon 2020 Framework Programme; Austrian Science Fund; Engineering and Physical Sciences Research Council,Weixuan Zeng; Miłosz Pawlicki,2022-03-10
Natural sciences9.htm,Natural sciences,Method Article,Fewest switches surface hopping with Baeck-An couplings,https://open-research-europe.ec.europa.eu/articles/1-49,N/A,[version 2; peer review: 3 approved],Mariana T. do Casal; Josene M. Toldo; Max Pinheiro Jr; Mario Barbatti,Horizon 2020 Framework Programme; Agence Nationale de la Recherche,Sebastian Fernadez-Alberti; Julia Westermayr; Lluís Blancafort,2022-03-09
Natural sciences9.htm,Natural sciences,Method Article,A GC-IRMS method for measuring sulfur isotope ratios of carbonyl sulfide from small air samples,https://open-research-europe.ec.europa.eu/articles/1-105,N/A,[version 2; peer review: 2 approved],Sophie L. Baartman; Maarten C. Krol; Thomas Röckmann; Shohei Hattori; Kazuki Kamezaki; Naohiro Yoshida; Maria Elena Popa,Horizon 2020 Framework Programme; Japan Society for the Promotion of Science,Sinikka Lennartz; Ralph Keeling,2022-03-08
Natural sciences9.htm,Natural sciences,Research Article,Manipulating and measuring single atoms in the Maltese cross geometry,https://open-research-europe.ec.europa.eu/articles/1-102,N/A,[version 2; peer review: 2 approved],Lorena C. Bianchet; Natalia Alves; Laura Zarraoa; Natalia Bruno; Morgan W. Mitchell,"Horizon 2020 Framework Programme; CELLEX Foundation (Fundació Privada Cellex); Severo Ochoa Center of Excellence, Centres de Recerca de Catalunya (CERCA); European Union Regional Development Fund; European Metrology Programme for Innovation and Research (EMPIR); Agency for Management of University and Research Grants (Agència de Gestió d'Ajuts Universitaris i de Recerca); Spanish Ministry of Science and Innovation (Ministerio de Ciencia e Innovación); Fundació Mir-Puig; La Caixa Foundation (Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona)",Daniel Barredo; Chi Huan Nguyen; Chang Hoong Chow,2022-03-03
Natural sciences9.htm,Natural sciences,Software Tool Article,Geniac: Automatic Configuration GENerator and Installer for nextflow pipelines,https://open-research-europe.ec.europa.eu/articles/1-76,N/A,[version 2; peer review: 2 approved],Fabrice Allain; Julien Roméjon; Philippe La Rosa; Frédéric Jarlier; Nicolas Servant; Philippe Hupé,Horizon 2020 Framework Programme; Centre national de la recherche scientifique; Institut Curie,Toni Hermoso Pulido; Frédéric Lemoine,2022-02-21
Social sciences1.htm,Social sciences,Open Letter,Responsible research impact: Ethics for making a difference,https://open-research-europe.ec.europa.eu/articles/5-92,N/A,[version 1; peer review: 1 approved with reservations],Eric Allen Jensen; Mark S. Reed; James Daybell; Louise Rutt; Aaron M. Jensen; Gabriella Arrigoni; Marta Ballesteros; Sadiq Bhanbhro; Bethann G. Merkle; Caitlin Hafferty; Philly Iglehart; Sawsan Khuri; Andrzej Klimczuk; Ian D. Marder; Daniel Milosavljevic; Josmel Pacheco-Mendoza; Ursula Pool; Simon Robinson; Lindsay C. Stringer; Steve Taylor; Anne H. Toomey; Daniela Martin; Lisa Louise Taylor-Sayles; Andrew N. Makohon-George; Russell T. Rodrigo,"Horizon Europe Framework Programme; HORIZON EUROPE Digital, Industry and Space",Tula Brannelly,2025-03-31
Social sciences1.htm,Social sciences,Open Letter,Digital Innovations for Transformative Food Systems Governance: Conceptualising a COMMONSource test case,https://open-research-europe.ec.europa.eu/articles/5-82,N/A,[version 1; peer review: awaiting peer review],Luke John Schafer; Aditi Singh; Mark Frederiks; Maarten Klop; Levi Kingfisher; Connor Murray; Jacqueline Broerse,Horizon Europe Framework Programme,,2025-03-27
Social sciences1.htm,Social sciences,Research Article,Pelvic floor complaint profiles in young adult women; a file review study in pelvic physical therapy practices in the Netherlands,https://open-research-europe.ec.europa.eu/articles/5-78,N/A,[version 1; peer review: awaiting peer review],Alma Brand; Wim Waterink; Xynthia Kavelaars; Jacques van Lankveld,Horizon Europe Framework Programme,,2025-03-24
Social sciences1.htm,Social sciences,Systematic Review,"Policymaking integration, policy coherence, and whole-of-government approaches: a qualitative systematic review of advice for policymakers",https://open-research-europe.ec.europa.eu/articles/5-75,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Paul Cairney,Horizon Europe Framework Programme,Helen Dickinson; Muiris MacCarthaigh,2025-03-21
Social sciences1.htm,Social sciences,Research Article,"Transnational patterns, social networks and self-help organizations for migrant women",https://open-research-europe.ec.europa.eu/articles/4-67,N/A,"[version 3; peer review: 2 approved, 2 approved with reservations]",Paolo Ruspini; Petko Hristov,European Cooperation in Science and Technology,John Eade; Erka Caro; Nasreen Chowdhory; Irina Diana Madroane,2025-03-20
Social sciences1.htm,Social sciences,Research Article,Moral articulations of economic life in returns to Ecuador and Cuba,https://open-research-europe.ec.europa.eu/articles/5-68,N/A,[version 1; peer review: 2 approved with reservations],Valerio Simoni; Jérémie Voirol,Horizon 2020 Framework Programme; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung; Fundação para a Ciência e a Tecnologia,Maurizio Ambrosini; Remus Gabriel Anghel,2025-03-17
Social sciences1.htm,Social sciences,Research Article,"Capturing attention: media and institutional narratives on carbon capture, utilisation, and storage in three EU countries",https://open-research-europe.ec.europa.eu/articles/5-67,N/A,[version 1; peer review: 1 approved with reservations],Luciana Miu; Daniela Panica; Ana-Maria Niculicea,Horizon 2020 Framework Programme,Sébastien Chailleux,2025-03-12
Social sciences1.htm,Social sciences,Essay,Cost-benefit analysis of the offshore wind power transition in the Mediterranean: Towards a “New Eldorado”?,https://open-research-europe.ec.europa.eu/articles/5-66,N/A,[version 1; peer review: 1 approved with reservations],Marta Avesani,Erasmus+,Barry Johnston,2025-03-07
Social sciences1.htm,Social sciences,Essay,Qualitative hypotheses,https://open-research-europe.ec.europa.eu/articles/5-64,N/A,[version 1; peer review: awaiting peer review],Veli-Matti Karhulahti,Horizon Europe Framework Programme,,2025-03-07
Social sciences1.htm,Social sciences,Research Article,The relationship between interindividual differences and global/local processing,https://open-research-europe.ec.europa.eu/articles/5-62,N/A,[version 1; peer review: 1 approved with reservations],Alberto De Luca; Stephan Verschoor; Bernhard Hommel,Horizon 2020 Framework Programme; European Research Council,Chiara Saracini,2025-03-06
Social sciences1.htm,Social sciences,Case Study,Force majeure impact on citizen science: Perspective from an EU funded project,https://open-research-europe.ec.europa.eu/articles/5-59,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations]",Huma Shah; M. Pocs; J. Vallverdu; M. Hinsenkamp; Tiberius Ignat; Maayan Zhitomirsky-geffet,Horizon 2020 Framework Programme,Giorgio Di Pietro; Michael Jopling; Cosmos Nike Nwedu,2025-03-03
Social sciences10.htm,Social sciences,Open Letter,Bridging the gap – how to walk the talk on supporting early career researchers,https://open-research-europe.ec.europa.eu/articles/3-75,N/A,[version 1; peer review: 3 approved],Daniel Pizzolato; Andrea Reyes Elizondo; Noémi Aubert Bonn; Borana Taraj; Rea Roje; Teodora Konach,Horizon 2020 Framework Programme,Brian P. Cahill; Victoria L. Hewitt; Yoseph Araya,2023-05-04
Social sciences10.htm,Social sciences,Open Letter,Fully automated public transportation mobility: the hidden challenges for a commercial deployment,https://open-research-europe.ec.europa.eu/articles/3-71,N/A,[version 1; peer review: 3 approved with reservations],Dimitri Konstantas; Guy Fournier,Horizon 2020 Framework Programme,Jimi B. Oke; Simon Oh; Alexandros Nikitas,2023-05-02
Social sciences10.htm,Social sciences,Research Article,Attitudes toward immigration in Europe: Cross-regional differences,https://open-research-europe.ec.europa.eu/articles/3-66,N/A,"[version 1; peer review: 2 approved, 2 approved with reservations]",Lenka Dražanová; Jérôme Gonnot,Horizon 2020 Framework Programme,Linda Basile; Cengiz Erisen; Francisco Rowe; Alexander Schmidt-Catran,2023-04-28
Social sciences10.htm,Social sciences,Data Note,"Social responsibility in research and innovation practice and policy across global regions, institutional types, and fields: Interview data and qualitative content analysis outputs revealing the perspectives and experiences of professionals",https://open-research-europe.ec.europa.eu/articles/3-65,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Chris Foulds; Rihab Khalid; Eric A. Jensen; Obehi Sule; Lars Lorenz,Horizon 2020 Framework Programme,Håkon Finne; Ivan Buljan; Poonam Pandey,2023-04-28
Social sciences10.htm,Social sciences,Review,The views on distributive justice and economic inequality revisited: the political philosophy and the economic perspectives on (in)equality,https://open-research-europe.ec.europa.eu/articles/2-89,N/A,"[version 2; peer review: 1 approved with reservations, 4 not approved]",Denis Ivanov,Horizon 2020 Framework Programme,Jens Jørund Tyssedal; Juan Gabriel Rodriguez; Nunzio Ali; Michael J. Thompson; Patrick Taylor Smith,2023-04-05
Social sciences10.htm,Social sciences,Research Article,Experimenting with visual content: online focus group on citizens’ perception and trust in science communication,https://open-research-europe.ec.europa.eu/articles/2-60,N/A,[version 2; peer review: 2 approved],Chiara Piccolo; Giuseppe Pellegrini; Marina Tulin; Gábor Szüdi; Pamela Bartar,Horizon 2020 Framework Programme,Carolina Llorente Lope; Letizia Caporusso,2023-03-30
Social sciences10.htm,Social sciences,Research Article,Electric charging infrastructure and gender equality: An overview for USER-CHI (H2020 project),https://open-research-europe.ec.europa.eu/articles/3-47,N/A,"[version 1; peer review: 2 approved with reservations, 1 not approved]",Katharina Csillak; Sophie Kamenz,Horizon 2020 Framework Programme,Angela Carboni; Katie J Parnell; Paula Carroll,2023-03-20
Social sciences10.htm,Social sciences,Essay,Digital Finance: Reaching New Frontiers,https://open-research-europe.ec.europa.eu/articles/3-38,N/A,[version 1; peer review: 2 approved],Joerg Osterrieder; Branka Hadji Misheva; Marcos Machado,Horizon 2020 Framework Programme; COST Association; Swiss National Science Foundation; European Cooperation in Science and Technology,Ioana-Florina Coita; Codruta Mare,2023-02-23
Social sciences10.htm,Social sciences,Research Article,"In poetry, if meter has to help memory, it takes its time",https://open-research-europe.ec.europa.eu/articles/1-59,N/A,"[version 2; peer review: 2 approved, 2 not approved]",Sara Andreetta; Oleksandra Soldatkina; Vezha Boboeva; Alessandro Treves,Horizon 2020 Framework Programme; Human Frontier Science Program,Lev Blumenfeld; Stefan Blohm; Stefano Versace; Johann-Mattis List; Mara Breen,2023-02-23
Social sciences10.htm,Social sciences,Research Article,Investigating the effect of cardio-visual synchrony on prosocial behavior towards a social robot,https://open-research-europe.ec.europa.eu/articles/3-37,N/A,[version 1; peer review: 2 approved with reservations],Katie A. Riddoch; Emily S. Cross,Horizon 2020 Framework Programme; Economic and Social Research Council; Leverhulme Trust,Alejandro Galvez-Pol; Francesco Bossi,2023-02-21
Social sciences10.htm,Social sciences,Research Article,Creating personas for exposome research: the experience from the HEAP project,https://open-research-europe.ec.europa.eu/articles/3-28,N/A,[version 1; peer review: 2 approved],Heather Coombs; Tracy Wootton; Joakim Dillner; Heimo Müller; Anouk Berger; Zisis Kozlakidis,Horizon 2020 Framework Programme,Eleni Fthenou; Yuan Yao,2023-02-07
Social sciences10.htm,Social sciences,Research Article,The visible subtitler: Blockchain technology towards right management and minting,https://open-research-europe.ec.europa.eu/articles/3-26,N/A,[version 1; peer review: 2 approved],Pilar Orero; Anna Fernandez Torner; Estel·la Oncins,Horizon 2020 Framework Programme,Catalina Jiménez-Hurtado; Iris Serrat-Roozen,2023-02-02
Social sciences10.htm,Social sciences,Method Article,Towards the engagement of citizens in SOSTs decision-making: participatory models setting a common ground for border surveillance and respect of fundamental rights. Findings from ARESIBO H2020 project,https://open-research-europe.ec.europa.eu/articles/3-15,N/A,"[version 1; peer review: 1 approved, 3 approved with reservations]",Riccardo Laterza; Daniele Del Bianco; Ramona Velea; Olivia Ferrari; Lorenzo De Sabbata; Ezio Benedetti,Horizon 2020 Framework Programme,Bartosz Czepil; Wojciech Opioła; Andrew W Neal; Andres De Castro García; Jernej Letnar Černič,2023-01-25
Social sciences10.htm,Social sciences,Research Article,Ego depletion and implicit and explicit determinants of condom use intentions: an experimental study among young men,https://open-research-europe.ec.europa.eu/articles/3-11,N/A,[version 1; peer review: 2 approved],Kenny Wolfs; Arjan E.R. Bos; Fraukje E.F. Mevissen; Hugo Alberts; Jacques J.D.M. van Lankveld,"Horizon 2020 Framework Programme; Aidsfonds, The Netherlands; European Cooperation in Science and Technology",Tom Platteau; Maria-João Alvarez,2023-01-18
Social sciences10.htm,Social sciences,Open Letter,When science meets entrepreneurship,https://open-research-europe.ec.europa.eu/articles/3-9,N/A,"[version 1; peer review: 2 approved, 2 approved with reservations]",Dara Satrio; Vanessa Rijkeboer; Angelica Reitsma; Edo Roos Lindgreen; Katja C. Wolthers; Dasja Pajkrt,Horizon 2020 Framework Programme,James Dzisah; Danny Soetanto; Noorlizawati Abd Rahim; Sila Kaya-Capocci,2023-01-13
Social sciences10.htm,Social sciences,Open Letter,The Embassy of Good Science – a community driven initiative to promote ethics and integrity in research,https://open-research-europe.ec.europa.eu/articles/2-27,N/A,[version 2; peer review: 3 approved],Marc van Hoof; Natalie Evans; Giulia Inguaggiato; Ana Marušić; Bert Gordijn; Kris Dierickx; David van Zeggeren; Harald Dunnik; Alexander Gesinn; Lex Bouter; Guy Widdershoven; EnTIRE and VIRT2UE consortia,Horizon 2020 Framework Programme,Jennifer Byrne; Donald Sharpe; Izak van Zyl,2023-01-12
Social sciences10.htm,Social sciences,Research Article,Understanding the role of digitalization and social media on energy citizenship,https://open-research-europe.ec.europa.eu/articles/3-6,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations, 1 not approved]",Lurian Klein; Ajesh Kumar; Annika Wolff; Bilal Naqvi,Horizon 2020 Framework Programme,Ines Campos; Dasom Lee; Alexandra Revez; Antti Silvast,2023-01-10
Social sciences10.htm,Social sciences,Research Article,Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research,https://open-research-europe.ec.europa.eu/articles/3-3,N/A,"[version 1; peer review: 1 approved with reservations, 1 not approved]",Jonathan Chibois; Alessia Smaniotto,Horizon 2020 Framework Programme; French Minister of Culture and Communication,Muki Haklay; Marta Severo,2023-01-06
Social sciences10.htm,Social sciences,Method Article,Developing the multi-dimensional mobility divide index (MDI) as a methodology to assess the accessibility level of public transport systems,https://open-research-europe.ec.europa.eu/articles/2-143,N/A,[version 1; peer review: 2 approved],Cino Repetto; Leonardo Benzi; Martina Bagnasco; Tally Hatzakis; Florian Brinkmann; Laura Alčiauskaitė; Alexey (Aliaksei) Andrushevich; Alexandra Koenig,Horizon 2020 Framework Programme,Nicola Valentino Canessa; Evelina Budilovich,2022-12-21
Social sciences10.htm,Social sciences,Essay,What’s Wrong with Democracy? The Peculiar Power of Kratos,https://open-research-europe.ec.europa.eu/articles/1-56,N/A,[version 2; peer review: 2 approved],John McGuire,Horizon 2020 Framework Programme,Vasileios Adamidis; Fredrik Sixtensson,2022-11-28
Social sciences11.htm,Social sciences,Research Article,European small-town Renewable Energy Communities: Participatory design of supporting tools as a vehicle to engage and understand local communities and their energy related concerns,https://open-research-europe.ec.europa.eu/articles/2-129,N/A,[version 1; peer review: 2 approved with reservations],Julia Blanke; Alberto Belda Gonzalez; Simona D’Oca; Michael Niederkofler; Edvard Nordlund,Horizon 2020 Framework Programme,Huda Dawood; Noelia Romero-Castro,2022-11-28
Social sciences11.htm,Social sciences,Essay,Voicing challenges: GDPR and AI research,https://open-research-europe.ec.europa.eu/articles/2-126,N/A,[version 1; peer review: 2 approved with reservations],Katherine Quezada-Tavarez; Lidia Dutkiewicz; Noémie Krack,Horizon 2020 Framework Programme,Oya Deniz Beyan; Dimitra Georgiou,2022-11-23
Social sciences11.htm,Social sciences,Research Article,Identifying entrepreneurial discovery processes with weak and strong technology signals: a text mining approach,https://open-research-europe.ec.europa.eu/articles/2-26,N/A,[version 2; peer review: 2 approved],Levan Bzhalava; Jari Kaivo-oja; Sohaib S. Hassan; Wolfgang Dieter Gerstlberger,Horizon 2020 Framework Programme,Muhammad Ali; Hugo Pinto,2022-11-01
Social sciences11.htm,Social sciences,Research Article,Action-learning: developing competences to drive the transition towards more sustainable food systems,https://open-research-europe.ec.europa.eu/articles/2-117,N/A,[version 1; peer review: 2 approved with reservations],Line Friis Lindner; Katherine Mary Flynn,Horizon 2020 Framework Programme; European Commission,Adrian Morley; Joanna Russell,2022-10-05
Social sciences11.htm,Social sciences,Research Article,Predicting acceptance and adoption of renewable energy community solutions: the prosumer psychology,https://open-research-europe.ec.europa.eu/articles/2-115,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Francois Brambati; Daniele Ruscio; Federica Biassoni; Rebecca Hueting; Alessandra Tedeschi,Horizon 2020 Framework Programme,Ruth Carbajo; Yasir Ahmed Solangi; Jens Lowitzsch; Lucas Roth,2022-09-29
Social sciences11.htm,Social sciences,Data Note,"Local ecological knowledge and folk medicine in historical Estonia, Livonia, Courland and Galicia in Northeastern Europe, 1805-1905",https://open-research-europe.ec.europa.eu/articles/2-30,N/A,[version 2; peer review: 2 approved],Martin Anegg; Julia Prakofjewa; Raivo Kalle; Renata Sõukand,Horizon 2020 Framework Programme,Inga Sile; Irene Teixidor-Toneu,2022-09-13
Social sciences11.htm,Social sciences,Essay,Why is health improvement policy so difficult to secure?,https://open-research-europe.ec.europa.eu/articles/2-76,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Paul Cairney; Emily St.Denny; John Boswell,Horizon 2020 Framework Programme,Ben Hawkins; Tim Tenbensel; Scott L Greer,2022-08-26
Social sciences11.htm,Social sciences,Essay,Non-pharmaceutical interventions during COVID-19 in the UK and Spain: a rapid realist review,https://open-research-europe.ec.europa.eu/articles/2-52,N/A,[version 2; peer review: 2 approved],Pilar Serrano-Gallardo; Ana Manzano; Ray Pawson,Horizon 2020 Framework Programme,Axel Kaehne; Frans Leeuw,2022-08-26
Social sciences11.htm,Social sciences,Research Article,How do career promotion policies affect research publications and open access?,https://open-research-europe.ec.europa.eu/articles/2-99,N/A,"[version 1; peer review: 1 approved, 3 approved with reservations]",Nancy Pontika; Bikash Gyawali; Antonia Corriea; Helene Brinken; David Pride; Matteo Cancellieri; Petr Knoth,Horizon 2020 Framework Programme,Nicolas Robinson-Garcia; Rob Johnson; Eleanor Cox; Pablo Sastrón-Toledo; Stuart Buck,2022-08-22
Social sciences11.htm,Social sciences,Method Article,Tracking human interactions with a commercially-available robot over multiple days,https://open-research-europe.ec.europa.eu/articles/2-97,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations]",Ruud Hortensius; Bishakha Chaudhury; Martin Hoffmann; Emily Cross,Horizon 2020 Framework Programme; Leverhulme Trust,Merel Keijsers; Hoang-Long Cao; Eiichi Yoshida,2022-08-16
Social sciences11.htm,Social sciences,Research Article,Measuring the impact of publicly funded open innovation programmes: the case of Data Market Services Accelerator,https://open-research-europe.ec.europa.eu/articles/1-71,N/A,[version 3; peer review: 2 approved],Maria Priestley; Elena Simperl; Cristina Juc; María Anguiano,Horizon 2020 Framework Programme,Francesco Mureddu; Gernot Pruschak,2022-07-28
Social sciences11.htm,Social sciences,Research Article,Recycling of platinum group metals from energy storage devices: a techno-economical business plan analysis,https://open-research-europe.ec.europa.eu/articles/2-92,N/A,[version 1; peer review: 2 approved],Stylianos Spathariotis; Konstantinos Miltiadis Sakkas; Ekaterini Polyzou; Iakovos Yakoumis,Horizon 2020 Framework Programme; NSRF 2014-2020,Andreas Benardos; Sergio Rochas,2022-07-27
Social sciences11.htm,Social sciences,Research Article,Data assimilation and agent-based modelling: towards the incorporation of categorical agent parameters,https://open-research-europe.ec.europa.eu/articles/1-131,N/A,[version 2; peer review: 2 approved],Patricia Ternes; Jonathan A Ward; Alison Heppenstall; Vijay Kumar; Le-Minh Kieu; Nick Malleson,Horizon 2020 Framework Programme; Leeds Institute for Data Analytics,Nikolai W. F. Bode; Manuel Pulido,2022-07-20
Social sciences11.htm,Social sciences,Systematic Review,Effective inter-organisational networks for Responsible Research and Innovation and global sustainability: a scoping review,https://open-research-europe.ec.europa.eu/articles/1-144,N/A,[version 2; peer review: 2 approved],Danielle Martine Farrugia; Silvia Leonor Vilches; Alexander Gerber,Horizon 2020 Framework Programme,Alice MacGillivray; Penny Haworth,2022-07-20
Social sciences11.htm,Social sciences,Study Protocol,Implementation of a pan-European ecosystem and an interoperable platform for Smart and Healthy Ageing in Europe: An Innovation Action research protocol,https://open-research-europe.ec.europa.eu/articles/2-85,N/A,[version 1; peer review: 3 approved],Katja Seidel; Melanie Labor; Richard Lombard-Vance; Emma McEvoy; Michael Cooke; Lucia D’Arino; Deirdre Desmond; Delia Ferri; Philip Franke; Ilenia Gheno; Sonja Grigoleit; Barbara Guerra; Artur Krukowski; Marketa Pešoutová; Ilia Pietri; David Prendergast; Rebecca Maguire; Marco Manso; A. Jamie Saris; Sari Sarlio-Siintola; Tatiana Silva; Eleni Zarogianni; Malcom MacLachlan; SHAPES Consortium,Horizon 2020 Framework Programme,Ella Cohn-Schwartz; Qiping Fan; Vanessa Zorrilla-Muñoz,2022-07-04
Social sciences11.htm,Social sciences,Method Article,The development of a four-tier test to evaluate training in responsible conduct of research,https://open-research-europe.ec.europa.eu/articles/1-90,N/A,"[version 2; peer review: 1 approved, 1 approved with reservations]",Linda Zollitsch; Nicolaus Wilder; Julia Priess-Buchheit,Horizon 2020 Funding,Sophia Jui-An Pan; Guy Widdershoven; Natalie Evans,2022-06-24
Social sciences11.htm,Social sciences,Research Article,“Frenemies” of innovation: understanding the role of coopetition in service innovation in emerging markets,https://open-research-europe.ec.europa.eu/articles/2-25,N/A,[version 2; peer review: 2 approved],Sohaib S. Hassan; Abiodun Egbetokun; Levan Bzhalava,Horizon 2020 Framework Programme,Shoaib Abdul Basit; Elvis Avenyo,2022-06-21
Social sciences11.htm,Social sciences,Data Note,Financing conditions of renewable energy projects – results from an EU wide survey,https://open-research-europe.ec.europa.eu/articles/1-136,N/A,[version 2; peer review: 2 approved],Agustin Roth; Mak Đukan; Vasilios Anatolitis; Moïra Jimeno; Jörn Banasiak; Robert Brückmann; Lena Kitzing,Horizon 2020 Framework Programme,Fang Zhang; Farid Karimi,2022-06-20
Social sciences11.htm,Social sciences,Research Article,Innovative forest products in the circular bioeconomy,https://open-research-europe.ec.europa.eu/articles/2-19,N/A,[version 2; peer review: 2 approved],Mariana Hassegawa; Anna Karlberg; Magnus Hertzberg; Pieter Johannes Verkerk,Horizon 2020 Framework Programme,Michela Nocetti; Pierre Blanchet,2022-06-16
Social sciences11.htm,Social sciences,Research Article,Facilitating transformative innovations in sustainability education,https://open-research-europe.ec.europa.eu/articles/2-22,N/A,[version 2; peer review: 2 approved],Martin Melin; Geir Lieblein; Tor Arvid Breland; Charles Francis,Horizon 2020 Framework Programme,Helen Kopnina; David Gallar,2022-06-15
Social sciences12.htm,Social sciences,Essay,Defining discovery: Is Google Scholar a discovery platform? An essay on the need for a new approach to scholarly discovery,https://open-research-europe.ec.europa.eu/articles/2-28,N/A,[version 2; peer review: 2 approved],Kelly Achenbach; Marta Błaszczyńska; Stefano De Paoli; Francesca Di Donato; Suzanne Dumouchel; Paula Forbes; Peter Kraker; Michela Vignoli,Horizon 2020 Framework Programme,Roberta Bracciale; Junio Aglioti Colombini; Jefferson Pooley,2022-06-07
Social sciences12.htm,Social sciences,Research Article,Quantifying the influence of Open Access on innovation and patents,https://open-research-europe.ec.europa.eu/articles/2-64,N/A,[version 1; peer review: 2 approved with reservations],Najko Jahn; Thomas Klebel; David Pride; Petr Knoth; Tony Ross-Hellauer,Horizon 2020 Framework Programme,ElHassan ElSabry; Federico Caviggioli,2022-05-24
Social sciences12.htm,Social sciences,Research Article,"Review of the research programme on the Mortella III wreck (2010-2020, Corsica, France): A contribution to the knowledge of the Mediterranean naval architecture and material culture of the Renaissance.",https://open-research-europe.ec.europa.eu/articles/2-6,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Arnaud Cazenave de la Roche; Fabrizio Ciacchella; Fabien Langenegger; Max Guérout; Marco Milanese; Ana Crespo Solana,Horizon 2020 Framework Programme,Marcel Pujol i Hamelink; José Antonio Bettencourt; Niklas Eriksson,2022-05-18
Social sciences12.htm,Social sciences,Open Letter,Contrasting extremism and radicalisation in a syndemic society,https://open-research-europe.ec.europa.eu/articles/2-54,N/A,[version 1; peer review: 3 approved],Francesco Antonelli,Horizon 2020 Framework Programme,Augusto Giuseppe Gamuzza; Bartolomeo Conti; Elisa Orofino,2022-05-06
Social sciences12.htm,Social sciences,Research Article,Leveraging innovative technologies for designing a healthy and personalized breakfast: consumer perception of three smart cooking devices in the EU,https://open-research-europe.ec.europa.eu/articles/1-151,N/A,[version 3; peer review: 2 approved],Clara Talens; Yolanda Rios; Elena Santa Cruz,Horizon 2020 Framework Programme; EIT Food,Gyula Kasza; Tekla Izsó; Jessica Aschemann-Witzel,2022-05-03
Social sciences12.htm,Social sciences,Research Article,Development of a theoretically and empirically grounded emotion knowledge training for the young,https://open-research-europe.ec.europa.eu/articles/2-50,N/A,[version 1; peer review: 2 approved with reservations],Arpine Hovasapian; Veerle E.I. Huyghe; Katja Schlegel; Johnny R.J. Fontaine,Horizon 2020 Framework Programme,Sabina Hodzic; Moshe Zeidner,2022-04-22
Social sciences12.htm,Social sciences,Research Article,"First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach",https://open-research-europe.ec.europa.eu/articles/2-10,N/A,[version 2; peer review: 2 approved],Abbie Hantgan; Hiba Babiker; Johann-Mattis List,Horizon 2020 Framework Programme; Department of Linguistic and Cultural Evolution at the Max Planck Institute for the Science of Human History; National Science Foundation,Laura McPherson; Rebecca Grollemund,2022-04-22
Social sciences12.htm,Social sciences,Research Article,Mapping the landscapes of the Stalinist mass repressions,https://open-research-europe.ec.europa.eu/articles/2-44,N/A,[version 1; peer review: 2 approved],Judith Pallot; Sofya Gavrilova,"Horizon 2020 Framework Programme; Christ Church, University of Oxford, Research Fund",Susan Grunewald; Gavin Slade,2022-04-07
Social sciences12.htm,Social sciences,Case Study,A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS,https://open-research-europe.ec.europa.eu/articles/1-153,N/A,[version 2; peer review: 2 approved],Alexandra König; Tally Hatzakis; Alexey (Aliaksei) Andrushevich; Evert-Jan Hoogerwerf; Elvia Vasconcelos; Carolina Launo; Laura Alčiauskaitė; Steven Barbosa; Kristina Andersen,Horizon 2020 Framework Programme,Vera Köpsel; Angelos J. Amditis; Christina Anagnostopoulou,2022-03-29
Social sciences12.htm,Social sciences,Research Article,A digital territory to be appropriated: the state and the nationalization of cyberspace,https://open-research-europe.ec.europa.eu/articles/1-119,N/A,[version 2; peer review: 2 approved],Thanos Koulos,Horizon 2020 Framework Programme,Tuba Eldem; Daniele Conversi,2022-03-28
Social sciences12.htm,Social sciences,Review,Towards ethical good practice in cash transfer trials and their evaluation,https://open-research-europe.ec.europa.eu/articles/2-12,N/A,[version 2; peer review: 2 approved],Neil Howard,Horizon 2020 Framework Programme,Karl Widerquist; Maria Elisa Balen,2022-03-21
Social sciences12.htm,Social sciences,Research Article,Research avenues for amplifying Indigenous radio,https://open-research-europe.ec.europa.eu/articles/2-31,N/A,[version 1; peer review: 2 approved],Katie Moylan,Horizon 2020 Framework Programme,Paul Long; Caroline Mitchell,2022-03-04
