题目,链接,发表时间,资助者个数,资助者名称,文章ID,标准化资助者名称,是否_H2020,是否_HEurope,是否_双重资助,是否_均无资助
Skilled we-intentionality: Situating joint action in the living environment,https://open-research-europe.ec.europa.eu/articles/1-54,2021-09-27,1,Horizon 2020 Framework Programme,1-54,horizon 2020 framework programme,True,False,False,False
Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?,https://open-research-europe.ec.europa.eu/articles/1-8,2021-09-23,3,Horizon 2020 Framework Programme,1-8,horizon 2020 framework programme,True,False,False,False
Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?,https://open-research-europe.ec.europa.eu/articles/1-8,2021-09-23,3,ERASMUS,1-8,erasmus,True,False,False,False
Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?,https://open-research-europe.ec.europa.eu/articles/1-8,2021-09-23,3,Fonds Wetenschappelijk Onderzoek,1-8,fonds wetenschappelijk onderzoek,True,False,False,False
Ethyl lactate production by reactive distillation – optimization of reaction kinetics and energy efficiency,https://open-research-europe.ec.europa.eu/articles/1-82,2021-09-23,1,Horizon 2020 Framework Programme,1-82,horizon 2020 framework programme,True,False,False,False
Superradiant lasing in inhomogeneously broadened ensembles with spatially varying coupling,https://open-research-europe.ec.europa.eu/articles/1-73,2021-09-22,1,Horizon 2020 Framework Programme,1-73,horizon 2020 framework programme,True,False,False,False
A micro credential for interoperability,https://open-research-europe.ec.europa.eu/articles/1-109,2021-09-15,4,Horizon 2020 Framework Programme,1-109,horizon 2020 framework programme,True,False,False,False
A micro credential for interoperability,https://open-research-europe.ec.europa.eu/articles/1-109,2021-09-15,4,Science Foundation Ireland,1-109,science foundation ireland,True,False,False,False
A micro credential for interoperability,https://open-research-europe.ec.europa.eu/articles/1-109,2021-09-15,4,European Regional Development Fund,1-109,european regional development fund,True,False,False,False
A micro credential for interoperability,https://open-research-europe.ec.europa.eu/articles/1-109,2021-09-15,4,Davra Network,1-109,davra network,True,False,False,False
Researching and practicing ARTIVISM through field-crossing: an innovative method for collaborative research,https://open-research-europe.ec.europa.eu/articles/1-106,2021-09-13,1,Horizon 2020 Framework Programme,1-106,horizon 2020 framework programme,True,False,False,False
Doctoral Studies as part of an Innovative Training Network (ITN): Early Stage Researcher (ESR) experiences,https://open-research-europe.ec.europa.eu/articles/1-34,2021-09-06,1,Horizon 2020 Framework Programme,1-34,horizon 2020 framework programme,True,False,False,False
A Google Earth Engine-enabled Python approach for the identification of anthropogenic palaeo-landscape features,https://open-research-europe.ec.europa.eu/articles/1-22,2021-09-03,1,Horizon 2020 Framework Programme,1-22,horizon 2020 framework programme,True,False,False,False
pyam: Analysis and visualisation of integrated assessment and macro-energy scenarios,https://open-research-europe.ec.europa.eu/articles/1-74,2021-09-01,1,Horizon 2020 Framework Programme,1-74,horizon 2020 framework programme,True,False,False,False
Direct oligonucleotide sequencing with nanopores,https://open-research-europe.ec.europa.eu/articles/1-47,2021-08-24,1,Horizon 2020 Framework Programme,1-47,horizon 2020 framework programme,True,False,False,False
An environmental evaluation framework for planning and monitoring of nature based solutions for sustainable urban management,https://open-research-europe.ec.europa.eu/articles/1-97,2021-08-20,1,Horizon 2020 Framework Programme,1-97,horizon 2020 framework programme,True,False,False,False
Improving the touchscreen-based food approach-avoidance task: remediated block-order effects and initial findings regarding validity,https://open-research-europe.ec.europa.eu/articles/1-15,2021-08-20,2,Horizon 2020 Framework Programme,1-15,horizon 2020 framework programme,True,False,False,False
Improving the touchscreen-based food approach-avoidance task: remediated block-order effects and initial findings regarding validity,https://open-research-europe.ec.europa.eu/articles/1-15,2021-08-20,2,Austrian Science Fund,1-15,austrian science fund,True,False,False,False
Development of an innovative process involving the use of ionic liquids for the recovery and purification of rare earths from permanent magnets and NIMH batteries,https://open-research-europe.ec.europa.eu/articles/1-89,2021-08-04,1,Horizon 2020 Framework Programme,1-89,horizon 2020 framework programme,True,False,False,False
Conditions of life and death at Panama Viejo: a bioarchaeological study of human skeletal remains (1519-1671),https://open-research-europe.ec.europa.eu/articles/1-88,2021-08-04,1,Horizon 2020 Framework Programme,1-88,horizon 2020 framework programme,True,False,False,False
"The SUNShINE platform: efficiency, transparency and standardization in the dEEP renovation process of multi-family buildings",https://open-research-europe.ec.europa.eu/articles/1-86,2021-07-28,1,Horizon 2020 Framework Programme,1-86,horizon 2020 framework programme,True,False,False,False
‘Care literacy’ in super aging Japan,https://open-research-europe.ec.europa.eu/articles/1-85,2021-07-27,1,Horizon 2020 Framework Programme,1-85,horizon 2020 framework programme,True,False,False,False
"Presence, flow, and narrative absorption: an interdisciplinary theoretical exploration with a new spatiotemporal integrated model based on predictive processing",https://open-research-europe.ec.europa.eu/articles/1-28,2021-07-23,1,Horizon 2020 Framework Programme,1-28,horizon 2020 framework programme,True,False,False,False
The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies,https://open-research-europe.ec.europa.eu/articles/1-23,2021-07-21,1,Horizon 2020 Framework Programme,1-23,horizon 2020 framework programme,True,False,False,False
"Naïve, unenculturated chimpanzees fail to make and use flaked stone tools",https://open-research-europe.ec.europa.eu/articles/1-20,2021-07-15,2,Horizon 2020 Framework Programme,1-20,horizon 2020 framework programme,True,False,False,False
"Naïve, unenculturated chimpanzees fail to make and use flaked stone tools",https://open-research-europe.ec.europa.eu/articles/1-20,2021-07-15,2,Deutsche Forschungsgemeinschaft,1-20,deutsche forschungsgemeinschaft,True,False,False,False
Safeguarding COVID-19 and cancer management: drug design and therapeutic approach,https://open-research-europe.ec.europa.eu/articles/1-77,2021-07-05,2,Horizon 2020 Framework Programme,1-77,horizon 2020 framework programme,True,False,False,False
Safeguarding COVID-19 and cancer management: drug design and therapeutic approach,https://open-research-europe.ec.europa.eu/articles/1-77,2021-07-05,2,European Cooperation in Science and Technology,1-77,european cooperation in science and technology,True,False,False,False
The existential stakes of platform governance: a critical literature review,https://open-research-europe.ec.europa.eu/articles/1-31,2021-07-01,1,Horizon 2020 Framework Programme,1-31,horizon 2020 framework programme,True,False,False,False
Simple and robust method for determination of laser fluence thresholds for material modifications: an extension of Liu’s approach to imperfect beams,https://open-research-europe.ec.europa.eu/articles/1-7,2021-06-25,1,Horizon 2020 Framework Programme,1-7,horizon 2020 framework programme,True,False,False,False
Assessment of exposure determinants and exposure levels by using stationary concentration measurements and a probabilistic near-field/far-field exposure model,https://open-research-europe.ec.europa.eu/articles/1-72,2021-06-21,1,Horizon 2020 Framework Programme,1-72,horizon 2020 framework programme,True,False,False,False
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives,https://open-research-europe.ec.europa.eu/articles/1-25,2021-06-21,3,Horizon 2020 Framework Programme,1-25,horizon 2020 framework programme,True,False,False,False
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives,https://open-research-europe.ec.europa.eu/articles/1-25,2021-06-21,3,Seventh Framework Programme,1-25,seventh framework programme,True,False,False,False
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives,https://open-research-europe.ec.europa.eu/articles/1-25,2021-06-21,3,Danmarks Frie Forskningsfond,1-25,danmarks frie forskningsfond,True,False,False,False
Application of solar-based oxidation to the management of empty pesticide container rinse water in Bolivia,https://open-research-europe.ec.europa.eu/articles/1-70,2021-06-18,1,Horizon 2020 Framework Programme,1-70,horizon 2020 framework programme,True,False,False,False
Technologies for an inclusive robotics education,https://open-research-europe.ec.europa.eu/articles/1-40,2021-06-18,1,Horizon 2020 Framework Programme,1-40,horizon 2020 framework programme,True,False,False,False
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,https://open-research-europe.ec.europa.eu/articles/1-69,2021-06-16,4,Horizon 2020 Framework Programme,1-69,horizon 2020 framework programme,True,False,False,False
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,https://open-research-europe.ec.europa.eu/articles/1-69,2021-06-16,4,Canadian Cancer Genome Collaboratory,1-69,canadian cancer genome collaboratory,True,False,False,False
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,https://open-research-europe.ec.europa.eu/articles/1-69,2021-06-16,4,US National Science Foundation,1-69,us national science foundation,True,False,False,False
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,https://open-research-europe.ec.europa.eu/articles/1-69,2021-06-16,4,Royal Irish Academy,1-69,royal irish academy,True,False,False,False
A summer of phobias: media discourses on ‘radical’ acts of dissent against ‘mass tourism’ in Barcelona,https://open-research-europe.ec.europa.eu/articles/1-66,2021-06-10,1,Horizon 2020 Framework Programme,1-66,horizon 2020 framework programme,True,False,False,False
"A philosophy of birth: if you want to change the world, change the conversation",https://open-research-europe.ec.europa.eu/articles/1-65,2021-06-10,2,Philosophy of Birth: Rethinking the Origin from Medical Humanities [PHILBIRTH],1-65,philosophy of birth: rethinking the origin from medical humanities [philbirth],False,False,False,True
"A philosophy of birth: if you want to change the world, change the conversation",https://open-research-europe.ec.europa.eu/articles/1-65,2021-06-10,2,Controversies in Childbirth: from Epistemology to Practices [VOICEs,1-65,controversies in childbirth: from epistemology to practices [voices,False,False,False,True
Building long-term vision for rural areas through multi-actor platforms: a preliminary study in the Emilia-Romagna region,https://open-research-europe.ec.europa.eu/articles/1-41,2021-05-26,1,Horizon 2020 Framework Programme,1-41,horizon 2020 framework programme,True,False,False,False
"Promoting citizen science in the energy sector: Generation Solar, an open database of small-scale solar photovoltaic installations",https://open-research-europe.ec.europa.eu/articles/1-21,2021-05-21,1,Horizon 2020 Framework Programme,1-21,horizon 2020 framework programme,True,False,False,False
The abTEM code: transmission electron microscopy from first principles,https://open-research-europe.ec.europa.eu/articles/1-24,2021-05-21,1,Horizon 2020 Framework Programme,1-24,horizon 2020 framework programme,True,False,False,False
Coexistence of chaotic attractor and unstable limit cycles in a 3D dynamical system,https://open-research-europe.ec.europa.eu/articles/1-50,2021-05-17,2,Horizon 2020 Framework Programme,1-50,horizon 2020 framework programme,True,False,False,False
Coexistence of chaotic attractor and unstable limit cycles in a 3D dynamical system,https://open-research-europe.ec.europa.eu/articles/1-50,2021-05-17,2,National Social Science Fund of China,1-50,national social science fund of china,True,False,False,False
Leveraging the trust of nurses to advance a digital agenda in Europe: a critical review of health policy literature,https://open-research-europe.ec.europa.eu/articles/1-26,2021-05-13,1,Horizon 2020 Framework Programme,1-26,horizon 2020 framework programme,True,False,False,False
Academic promotion and leadership: ‘moving the needle’ for the enhancement of gender equality in Tunisian higher education institutional members of the RMEI network following the TARGET framework,https://open-research-europe.ec.europa.eu/articles/1-14,2021-05-13,1,Horizon 2020 Framework Programme,1-14,horizon 2020 framework programme,True,False,False,False
Protecting antiquities in early modern Rome: the papal edicts as paradigms for the heritage safeguard in Europe,https://open-research-europe.ec.europa.eu/articles/1-48,2021-05-13,1,Horizon 2020 Framework Programme,1-48,horizon 2020 framework programme,True,False,False,False
Plasmids conferring resistance to extended-spectrum beta-lactamases including a rare IncN+IncR multireplicon carrying blaCTX-M-1 in Escherichia coli recovered from migrating barnacle geese (Branta leucopsis),https://open-research-europe.ec.europa.eu/articles/1-46,2021-05-04,2,Horizon 2020 Framework Programme,1-46,horizon 2020 framework programme,True,False,False,False
Plasmids conferring resistance to extended-spectrum beta-lactamases including a rare IncN+IncR multireplicon carrying blaCTX-M-1 in Escherichia coli recovered from migrating barnacle geese (Branta leucopsis),https://open-research-europe.ec.europa.eu/articles/1-46,2021-05-04,2,Walter Ehrström Foundation,1-46,walter ehrström foundation,True,False,False,False
The challenges and considerations for emerging or future entrepreneurial researchers in microphysiological systems,https://open-research-europe.ec.europa.eu/articles/1-38,2021-04-19,1,Horizon 2020 Framework Programme,1-38,horizon 2020 framework programme,True,False,False,False
Finite difference magnetoelastic simulator,https://open-research-europe.ec.europa.eu/articles/1-35,2021-04-19,2,Horizon 2020 Framework Programme,1-35,horizon 2020 framework programme,True,False,False,False
Finite difference magnetoelastic simulator,https://open-research-europe.ec.europa.eu/articles/1-35,2021-04-19,2,Fonds Wetenschappelijk Onderzoek,1-35,fonds wetenschappelijk onderzoek,True,False,False,False
A case study research on interoperability improvement in Smart Grids: state-of-the-art and further opportunities,https://open-research-europe.ec.europa.eu/articles/1-33,2021-04-06,2,Horizon 2020 Framework Programme,1-33,horizon 2020 framework programme,True,False,False,False
A case study research on interoperability improvement in Smart Grids: state-of-the-art and further opportunities,https://open-research-europe.ec.europa.eu/articles/1-33,2021-04-06,2,Bundesministerium für Wirtschaft und Energie,1-33,bundesministerium für wirtschaft und energie,True,False,False,False
Tower of Babel: transcendental linguistics in Friedrich von Hardenberg’s (Novalis) Fichte Studies,https://open-research-europe.ec.europa.eu/articles/1-32,2021-04-01,1,Horizon 2020 Framework Programme,1-32,horizon 2020 framework programme,True,False,False,False
"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",https://open-research-europe.ec.europa.eu/articles/1-18,2021-03-24,6,Horizon 2020 Framework Programme,1-18,horizon 2020 framework programme,True,False,False,False
"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",https://open-research-europe.ec.europa.eu/articles/1-18,2021-03-24,6,Fritz Thyssen Stiftung,1-18,fritz thyssen stiftung,True,False,False,False
"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",https://open-research-europe.ec.europa.eu/articles/1-18,2021-03-24,6,Bourse Robert Klein,1-18,bourse robert klein,True,False,False,False
"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",https://open-research-europe.ec.europa.eu/articles/1-18,2021-03-24,6,Sihtasutus Archimedes,1-18,sihtasutus archimedes,True,False,False,False
"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",https://open-research-europe.ec.europa.eu/articles/1-18,2021-03-24,6,State Education Development Agency Republic of Latvia,1-18,state education development agency republic of latvia,True,False,False,False
"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",https://open-research-europe.ec.europa.eu/articles/1-18,2021-03-24,6,Education Exchanges Support Foundation,1-18,education exchanges support foundation,True,False,False,False
"Ambiguity aversion, modern Bayesianism and small worlds",https://open-research-europe.ec.europa.eu/articles/1-13,2021-03-24,2,Horizon 2020 Framework Programme,1-13,horizon 2020 framework programme,True,False,False,False
"Ambiguity aversion, modern Bayesianism and small worlds",https://open-research-europe.ec.europa.eu/articles/1-13,2021-03-24,2,Athens University of Economics and Business,1-13,athens university of economics and business,True,False,False,False
IoT Workload Emulation for Data Centers,https://open-research-europe.ec.europa.eu/articles/1-12,2021-03-24,1,Horizon 2020 Framework Programme,1-12,horizon 2020 framework programme,True,False,False,False
Radical freedom: Periyar and women,https://open-research-europe.ec.europa.eu/articles/1-6,2021-03-24,1,Horizon 2020 Framework Programme,1-6,horizon 2020 framework programme,True,False,False,False
A systematic review of automated journalism scholarship: guidelines and suggestions for future research,https://open-research-europe.ec.europa.eu/articles/1-4,2021-03-24,1,Horizon 2020 Framework Programme,1-4,horizon 2020 framework programme,True,False,False,False
Label-free super-resolution imaging below 90-nm using photon-reassignment,https://open-research-europe.ec.europa.eu/articles/1-3,2021-03-24,2,Horizon 2020 Framework Programme,1-3,horizon 2020 framework programme,True,False,False,False
Label-free super-resolution imaging below 90-nm using photon-reassignment,https://open-research-europe.ec.europa.eu/articles/1-3,2021-03-24,2,CNRS and IdEx Bordeaux,1-3,cnrs and idex bordeaux,True,False,False,False
Optimization and parallelization of the discrete ordinate method for radiation transport simulation in OpenFOAM: Hierarchical combination of shared and distributed memory approaches,https://open-research-europe.ec.europa.eu/articles/1-2,2021-03-24,3,Horizon 2020 Framework Programme,1-2,horizon 2020 framework programme,True,False,False,False
Optimization and parallelization of the discrete ordinate method for radiation transport simulation in OpenFOAM: Hierarchical combination of shared and distributed memory approaches,https://open-research-europe.ec.europa.eu/articles/1-2,2021-03-24,3,Comunidad de Madrid,1-2,comunidad de madrid,True,False,False,False
Optimization and parallelization of the discrete ordinate method for radiation transport simulation in OpenFOAM: Hierarchical combination of shared and distributed memory approaches,https://open-research-europe.ec.europa.eu/articles/1-2,2021-03-24,3,European Regional Development Fund,1-2,european regional development fund,True,False,False,False
A scoping review of the ethics frameworks describing issues related to the use of extended reality,https://open-research-europe.ec.europa.eu/articles/4-74,2025-02-10,1,Horizon Europe Framework Programme,4-74,horizon europe framework programme,False,True,False,False
FEDECOM: Enabling cross-border energy exchange by federating energy communities,https://open-research-europe.ec.europa.eu/articles/4-269,2025-02-10,1,Horizon Europe Framework Programme,4-269,horizon europe framework programme,False,True,False,False
Methods of terms formation in nuclear medicine,https://open-research-europe.ec.europa.eu/articles/5-46,2025-02-10,2,Horizon Europe Framework Programme,5-46,horizon europe framework programme,False,True,False,False
Methods of terms formation in nuclear medicine,https://open-research-europe.ec.europa.eu/articles/5-46,2025-02-10,2,Azerbaijan Science Foundation,5-46,azerbaijan science foundation,False,True,False,False
"The role of citizen science within WFD and SDGs, and how to incentivize the collaboration with environmental regulators",https://open-research-europe.ec.europa.eu/articles/5-45,2025-02-07,3,Horizon Europe Framework Programme,5-45,horizon europe framework programme,True,True,True,False
"The role of citizen science within WFD and SDGs, and how to incentivize the collaboration with environmental regulators",https://open-research-europe.ec.europa.eu/articles/5-45,2025-02-07,3,Horizon 2020 Framework Programme,5-45,horizon 2020 framework programme,True,True,True,False
"The role of citizen science within WFD and SDGs, and how to incentivize the collaboration with environmental regulators",https://open-research-europe.ec.europa.eu/articles/5-45,2025-02-07,3,NextGenerationEU,5-45,nextgenerationeu,True,True,True,False
Solvolytic recycling of unsaturated polyester resin-based sheet moulding composites,https://open-research-europe.ec.europa.eu/articles/5-44,2025-02-07,1,Horizon 2020 Framework Programme,5-44,horizon 2020 framework programme,True,False,False,False
A Hospital-Based Survey Assessing Facility-Level Factors Contributing to Late-Stage Cervical Cancer Diagnosis: A Mixed-Methods Approach.,https://open-research-europe.ec.europa.eu/articles/4-175,2025-02-06,1,European and Developing Countries Clinical Trials Partnership,4-175,european and developing countries clinical trials partnership,False,False,False,True
Pre-protocol of the Virtual Spatial Configuration Task (VSCT): A Novel Virtual Reality-Based Tool for Assessing Cognitive Map Formation Abilities,https://open-research-europe.ec.europa.eu/articles/5-42,2025-02-05,2,Horizon 2020 Framework Programme,5-42,horizon 2020 framework programme,True,False,False,False
Pre-protocol of the Virtual Spatial Configuration Task (VSCT): A Novel Virtual Reality-Based Tool for Assessing Cognitive Map Formation Abilities,https://open-research-europe.ec.europa.eu/articles/5-42,2025-02-05,2,BIR2024,5-42,bir2024,True,False,False,False
Using food democracy to overcome the commodification-driven tragedy of the EU’s food system commons,https://open-research-europe.ec.europa.eu/articles/5-41,2025-02-05,1,Horizon Europe Framework Programme,5-41,horizon europe framework programme,False,True,False,False
Work-Nonwork boundaries in academia: A problematizing review,https://open-research-europe.ec.europa.eu/articles/4-245,2025-02-05,1,European Cooperation in Science and Technology,4-245,european cooperation in science and technology,False,False,False,True
Between policy and perception: Stakeholder views on addressing territorial inequality in Europe,https://open-research-europe.ec.europa.eu/articles/5-40,2025-02-04,1,Horizon Europe Framework Programme,5-40,horizon europe framework programme,False,True,False,False
"A smart energy service for the commercial rented sector: decision making points and business model considering the learnings from the pilot sites of the SmartSPIN project in Ireland, Spain and Greece",https://open-research-europe.ec.europa.eu/articles/5-39/v1,2025-02-04,1,Horizon 2020 Framework Programme,5-39,horizon 2020 framework programme,True,False,False,False
Quantifying relevant exposure determinants and conditions of use for welding emissions,https://open-research-europe.ec.europa.eu/articles/5-38,2025-02-04,1,Horizon Europe Framework Programme,5-38,horizon europe framework programme,False,True,False,False
"Insights into climate variability of the meteorological records from a background monitoring station: the Giordan lighthouse, Gozo",https://open-research-europe.ec.europa.eu/articles/5-37,2025-02-03,2,Horizon Europe Framework Programme,5-37,horizon europe framework programme,False,True,False,False
"Insights into climate variability of the meteorological records from a background monitoring station: the Giordan lighthouse, Gozo",https://open-research-europe.ec.europa.eu/articles/5-37,2025-02-03,2,European Regional Development Fund,5-37,european regional development fund,False,True,False,False
Do mental health professionals react to verbal aggressiveness differently if it is gender-related? An experimental study employing case-vignettes,https://open-research-europe.ec.europa.eu/articles/5-36,2025-02-03,1,Horizon 2020 Framework Programme,5-36,horizon 2020 framework programme,True,False,False,False
Perceived stress in relation to working hours and caring responsibilities: A cross-sectional study during the COVID-19 pandemic,https://open-research-europe.ec.europa.eu/articles/5-35,2025-02-03,5,Horizon 2020 Framework Programme,5-35,horizon 2020 framework programme,True,False,False,False
Perceived stress in relation to working hours and caring responsibilities: A cross-sectional study during the COVID-19 pandemic,https://open-research-europe.ec.europa.eu/articles/5-35,2025-02-03,5,ODISSEI,5-35,odissei,True,False,False,False
Perceived stress in relation to working hours and caring responsibilities: A cross-sectional study during the COVID-19 pandemic,https://open-research-europe.ec.europa.eu/articles/5-35,2025-02-03,5,Faculty of Social and Behavioural Sciences at Utrecht University,5-35,faculty of social and behavioural sciences at utrecht university,True,False,False,False
Perceived stress in relation to working hours and caring responsibilities: A cross-sectional study during the COVID-19 pandemic,https://open-research-europe.ec.europa.eu/articles/5-35,2025-02-03,5,Department of Public Affairs at Radboud University Nijmegen,5-35,department of public affairs at radboud university nijmegen,True,False,False,False
Perceived stress in relation to working hours and caring responsibilities: A cross-sectional study during the COVID-19 pandemic,https://open-research-europe.ec.europa.eu/articles/5-35,2025-02-03,5,Department of Sociology at the University of Amsterdam,5-35,department of sociology at the university of amsterdam,True,False,False,False
Higher-Order Logical Reasoning in Preschool Children: Evidence from Intonation and Quantifier Scope,https://open-research-europe.ec.europa.eu/articles/5-34,2025-02-03,2,Horizon 2020 Framework Programme,5-34,horizon 2020 framework programme,True,False,False,False
Higher-Order Logical Reasoning in Preschool Children: Evidence from Intonation and Quantifier Scope,https://open-research-europe.ec.europa.eu/articles/5-34,2025-02-03,2,Japan Society for the Promotion of Science,5-34,japan society for the promotion of science,True,False,False,False
Development and testing of compact electronic modules for detectors based on SiPM array,https://open-research-europe.ec.europa.eu/articles/5-33,2025-01-31,2,Horizon Europe Framework Programme,5-33,horizon europe framework programme,False,True,False,False
Development and testing of compact electronic modules for detectors based on SiPM array,https://open-research-europe.ec.europa.eu/articles/5-33,2025-01-31,2,Azerbaijan Science Foundation,5-33,azerbaijan science foundation,False,True,False,False
"Southern European entrepreneurship engine:
A model for deep tech commercialization and 
sustainable growth",https://open-research-europe.ec.europa.eu/articles/5-32,2025-01-31,1,Horizon Europe Framework Programme,5-32,horizon europe framework programme,False,True,False,False
"Risky sexual behaviours and utilization of HIV testing services among the adolescent girls and young women aged between 15-24 years in Kibra Sub County, Nairobi County, Kenya",https://open-research-europe.ec.europa.eu/articles/4-106,2025-01-31,1,European and Developing Countries Clinical Trials Partnership,4-106,european and developing countries clinical trials partnership,False,False,False,True
Barriers to women’s employment in the transport sector in Europe,https://open-research-europe.ec.europa.eu/articles/5-31,2025-01-31,1,Horizon Europe Framework Programme,5-31,horizon europe framework programme,False,True,False,False
An overview of civic engagement tools for rural communities,https://open-research-europe.ec.europa.eu/articles/4-195,2025-01-31,1,Horizon Europe Framework Programme,4-195,horizon europe framework programme,False,True,False,False
Social Innovation for Rural Bioeconomies,https://open-research-europe.ec.europa.eu/articles/5-30,2025-01-30,1,Horizon Europe Framework Programme,5-30,horizon europe framework programme,False,True,False,False
Divergence and aggregation of ESG ratings: A survey,https://open-research-europe.ec.europa.eu/articles/5-28,2025-01-30,2,Horizon Europe Framework Programme,5-28,horizon europe framework programme,False,True,False,False
Divergence and aggregation of ESG ratings: A survey,https://open-research-europe.ec.europa.eu/articles/5-28,2025-01-30,2,NextGenerationEU,5-28,nextgenerationeu,False,True,False,False
Detailed biogeographical mapping as a useful novel tool for the conservation of endemic taxa: a case of study for Iberian orchids,https://open-research-europe.ec.europa.eu/articles/4-210,2025-01-30,5,Erasmus+,4-210,erasmus+,False,False,False,True
Detailed biogeographical mapping as a useful novel tool for the conservation of endemic taxa: a case of study for Iberian orchids,https://open-research-europe.ec.europa.eu/articles/4-210,2025-01-30,5,European Union NextGenerationEU/PRTR,4-210,european union nextgenerationeu/prtr,False,False,False,True
Detailed biogeographical mapping as a useful novel tool for the conservation of endemic taxa: a case of study for Iberian orchids,https://open-research-europe.ec.europa.eu/articles/4-210,2025-01-30,5,European Commission,4-210,european commission,False,False,False,True
Detailed biogeographical mapping as a useful novel tool for the conservation of endemic taxa: a case of study for Iberian orchids,https://open-research-europe.ec.europa.eu/articles/4-210,2025-01-30,5,European Regional Development Fund (ERDF) and the Junta de Castilla y León (JCyL),4-210,european regional development fund (erdf) and the junta de castilla y león (jcyl),False,False,False,True
Detailed biogeographical mapping as a useful novel tool for the conservation of endemic taxa: a case of study for Iberian orchids,https://open-research-europe.ec.europa.eu/articles/4-210,2025-01-30,5,MCIN/AEI/10.13039/501100011033,4-210,mcin/aei/10.13039/501100011033,False,False,False,True
"Caregivers’ self-medication practices for perceived febrile illnesses among under-five children in central river region, the Gambia",https://open-research-europe.ec.europa.eu/articles/5-27,2025-01-29,1,Horizon Europe Framework Programme,5-27,horizon europe framework programme,False,True,False,False
Mapping out the scenarios of ocean energy scale-up based on the development of offshore wind,https://open-research-europe.ec.europa.eu/articles/3-102,2025-01-28,2,Horizon 2020 Framework Programme,3-102,horizon 2020 framework programme,True,False,False,False
Mapping out the scenarios of ocean energy scale-up based on the development of offshore wind,https://open-research-europe.ec.europa.eu/articles/3-102,2025-01-28,2,Interreg North-West Europe,3-102,interreg north-west europe,True,False,False,False
Achieving reproducibility in the innovation process,https://open-research-europe.ec.europa.eu/articles/5-25,2025-01-27,2,Horizon 2020 Framework Programme,5-25,horizon 2020 framework programme,True,False,False,False
Achieving reproducibility in the innovation process,https://open-research-europe.ec.europa.eu/articles/5-25,2025-01-27,2,Joint Research Centre,5-25,joint research centre,True,False,False,False
"Services for Connected, Cooperated, and Automated Mobility based on Big Data and Artificial Intelligence: The SHOW project paradigm",https://open-research-europe.ec.europa.eu/articles/5-24,2025-01-24,1,Horizon 2020 Framework Programme,5-24,horizon 2020 framework programme,True,False,False,False
"The STROGHAT study protocol: An intervention study to evaluate safety, effectiveness and feasibility of treating gambiense HAT seropositive subjects with acoziborole.",https://open-research-europe.ec.europa.eu/articles/5-23,2025-01-24,2,Horizon Europe Framework Programme,5-23,horizon europe framework programme,False,True,False,False
"The STROGHAT study protocol: An intervention study to evaluate safety, effectiveness and feasibility of treating gambiense HAT seropositive subjects with acoziborole.",https://open-research-europe.ec.europa.eu/articles/5-23,2025-01-24,2,The Swiss State Secretary for Education Research and Innovation (SERI),5-23,the swiss state secretary for education research and innovation (seri),False,True,False,False
Bodies of evidence: The human remains from Flinders Petrie’s excavations in British Mandate Palestine,https://open-research-europe.ec.europa.eu/articles/5-22,2025-01-23,1,Horizon 2020 Framework Programme,5-22,horizon 2020 framework programme,True,False,False,False
PVDF membranes for membrane distillation prepared by VIPS – A combined study of artificial water channel effectiveness and membrane performance prediction,https://open-research-europe.ec.europa.eu/articles/4-102,2025-01-23,1,Horizon 2020 Framework Programme,4-102,horizon 2020 framework programme,True,False,False,False
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,"Ministry of Science, Technological Development, and Innovations, Republic of Serbia",4-119,"ministry of science, technological development, and innovations, republic of serbia",False,False,False,True
