题目;链接;发表时间;资助者个数;资助者名称
Towards ethical good practice in cash transfer trials and their evaluation;https://open-research-europe.ec.europa.eu/articles/2-12;2022-03-21;1;Horizon 2020 Framework Programme
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;Horizon 2020 Framework Programme
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;Spanish National Research, Development, and Innovation plan
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;CSIC
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;Consejerı́a de Conocimiento, Investigación y Universidad, Junta de Andalucı́a and European Regional
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;Ministerio de Ciencia e Innovación
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;Ministrio de Ciencia e Innovación
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;Red española de supercomputación
Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase;https://open-research-europe.ec.europa.eu/articles/1-116;2022-03-18;8;Red Española de Computación
Force majeure impact on citizen science: Perspective from an EU funded project;https://open-research-europe.ec.europa.eu/articles/5-59;2025-03-03;1;Horizon 2020 Framework Programme
Effect of water salinity and dietary supplementation with Microchloropsis gaditana on growth, health, quality and microbiota of Barramundi Lates calcarifer;https://open-research-europe.ec.europa.eu/articles/5-58;2025-03-03;1;Horizon 2020 Framework Programme
Enacting semi-periphery: conditions of post-accession migration from Poland to the UK;https://open-research-europe.ec.europa.eu/articles/5-56;2025-02-26;1;Horizon 2020 Framework Programme
Design and additive manufacturing of a lightweight aerospace electric actuator;https://open-research-europe.ec.europa.eu/articles/4-121;2025-02-25;1;Horizon 2020 Framework Programme
Science at the Secretariat of the International Seabed Authority: post-normal science for recalibration of policy instruments.;https://open-research-europe.ec.europa.eu/articles/4-252;2025-02-25;1;Horizon 2020 Framework Programme
Microhomology-mediated end-joining Knock-In approaches to delete the allergenic domain of trout parvalbumin beta-1. Preliminary results in F0 animals and feedback;https://open-research-europe.ec.europa.eu/articles/4-235;2025-02-25;1;Horizon 2020 Framework Programme
Interleaved Quadratic Boost DC-DC Converter with Extended Voltage Gain and Reduced Switch Voltage Stress for Photovoltaic Applications;https://open-research-europe.ec.europa.eu/articles/5-55;2025-02-24;2;Horizon Europe Framework Programme
Interleaved Quadratic Boost DC-DC Converter with Extended Voltage Gain and Reduced Switch Voltage Stress for Photovoltaic Applications;https://open-research-europe.ec.europa.eu/articles/5-55;2025-02-24;2;European Union’s Horizon Europe programme as part of the Herit4Ages project (User-centric and data-driven retrofitting solutions for a resilient, energy-efficient, low emission and inclusive cultural heritage), Grant agreement no. 101123175.
Asking the experts: A focus group and review on eyewitness memory in the multicultural context of South Africa;https://open-research-europe.ec.europa.eu/articles/5-54;2025-02-24;1;Horizon 2020 Framework Programme
Paraphrase and translation: the importance of being close;https://open-research-europe.ec.europa.eu/articles/5-52;2025-02-18;2;European Cooperation in Science and Technology
Paraphrase and translation: the importance of being close;https://open-research-europe.ec.europa.eu/articles/5-52;2025-02-18;2;Fundação para a Ciência e a Tecnologia
Gender discrimination in the Tarim Basin: A preliminary examination of the Kharoṣṭhī documents from the Niya site;https://open-research-europe.ec.europa.eu/articles/5-51;2025-02-13;1;Horizon 2020 Framework Programme
Chlorophyll-a determinations in mesocosms under varying nutrient and temperature treatments: in-situ fluorescence sensors versus in-vitro measurements;https://open-research-europe.ec.europa.eu/articles/4-69;2025-02-13;2;Horizon 2020 Framework Programme
Chlorophyll-a determinations in mesocosms under varying nutrient and temperature treatments: in-situ fluorescence sensors versus in-vitro measurements;https://open-research-europe.ec.europa.eu/articles/4-69;2025-02-13;2;Türkiye Bilimsel ve Teknolojik Araştırma Kurumu
Lost in translation? Jáchym Topol’s The Devil’s Workshop and its local and transnational reader;https://open-research-europe.ec.europa.eu/articles/4-185;2025-02-12;1;Horizon 2020 Framework Programme
Enhancing community participation in Disaster Risk Management: Recommendations for an inclusive approach;https://open-research-europe.ec.europa.eu/articles/5-50;2025-02-11;1;Horizon Europe Framework Programme
Gender aspects in parenthood conceptions of young Europeans. A critical reflection on the European Project B2-InF;https://open-research-europe.ec.europa.eu/articles/4-203;2025-02-11;1;Horizon 2020 Framework Programme
A Multiple Compression Approach using Attribute-based Signatures;https://open-research-europe.ec.europa.eu/articles/5-49;2025-02-10;2;Horizon Europe Framework Programme
A Multiple Compression Approach using Attribute-based Signatures;https://open-research-europe.ec.europa.eu/articles/5-49;2025-02-10;2;Research and Innovation Foundation
Home energy optimization using vehicle-to-home;https://open-research-europe.ec.europa.eu/articles/5-48;2025-02-10;2;Horizon Europe Framework Programme
Home energy optimization using vehicle-to-home;https://open-research-europe.ec.europa.eu/articles/5-48;2025-02-10;2;Science Foundation Ireland
Too many hats: The challenges of opening up funding agencies to ethical stakeholder participation;https://open-research-europe.ec.europa.eu/articles/5-47;2025-02-10;1;Horizon 2020 Framework Programme
Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Our Galaxy;https://open-research-europe.ec.europa.eu/articles/4-112;2025-02-10;6;Horizon 2020 Framework Programme
Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Our Galaxy;https://open-research-europe.ec.europa.eu/articles/4-112;2025-02-10;6;Horizon Europe Framework Programme
Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Our Galaxy;https://open-research-europe.ec.europa.eu/articles/4-112;2025-02-10;6;Royal Society
Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Our Galaxy;https://open-research-europe.ec.europa.eu/articles/4-112;2025-02-10;6;Agence Nationale de la Recherche
Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Our Galaxy;https://open-research-europe.ec.europa.eu/articles/4-112;2025-02-10;6;Smithsonian Institute
Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Our Galaxy;https://open-research-europe.ec.europa.eu/articles/4-112;2025-02-10;6;Research Council of Norway
Properties of biomass powders resulting from the fine comminution of lignocellulosic feedstocks by three types of ball-mill set-up;https://open-research-europe.ec.europa.eu/articles/1-125;2022-03-16;1;Horizon 2020 Framework Programme
[2.2.2.2]Paracyclophanetetraenes (PCTs): cyclic structural analogues of poly(p‑phenylene vinylene)s (PPVs);https://open-research-europe.ec.europa.eu/articles/1-111;2022-03-10;3;Horizon 2020 Framework Programme
[2.2.2.2]Paracyclophanetetraenes (PCTs): cyclic structural analogues of poly(p‑phenylene vinylene)s (PPVs);https://open-research-europe.ec.europa.eu/articles/1-111;2022-03-10;3;Austrian Science Fund
[2.2.2.2]Paracyclophanetetraenes (PCTs): cyclic structural analogues of poly(p‑phenylene vinylene)s (PPVs);https://open-research-europe.ec.europa.eu/articles/1-111;2022-03-10;3;Engineering and Physical Sciences Research Council
From P4 medicine to P5 medicine: transitional times for a more human-centric approach to AI-based tools for hospitals of tomorrow;https://open-research-europe.ec.europa.eu/articles/2-33;2022-03-09;2;Horizon 2020 Framework Programme
From P4 medicine to P5 medicine: transitional times for a more human-centric approach to AI-based tools for hospitals of tomorrow;https://open-research-europe.ec.europa.eu/articles/2-33;2022-03-09;2;INPECO SA
Fewest switches surface hopping with Baeck-An couplings;https://open-research-europe.ec.europa.eu/articles/1-49;2022-03-09;2;Horizon 2020 Framework Programme
Fewest switches surface hopping with Baeck-An couplings;https://open-research-europe.ec.europa.eu/articles/1-49;2022-03-09;2;Agence Nationale de la Recherche
The parallels between particle induced lung overload and particle induced periprosthetic osteolysis (PPOL);https://open-research-europe.ec.europa.eu/articles/1-16;2022-03-09;1;Horizon 2020 Framework Programme
A GC-IRMS method for measuring sulfur isotope ratios of carbonyl sulfide from small air samples;https://open-research-europe.ec.europa.eu/articles/1-105;2022-03-08;2;Horizon 2020 Framework Programme
A GC-IRMS method for measuring sulfur isotope ratios of carbonyl sulfide from small air samples;https://open-research-europe.ec.europa.eu/articles/1-105;2022-03-08;2;Japan Society for the Promotion of Science
Research avenues for amplifying Indigenous radio;https://open-research-europe.ec.europa.eu/articles/2-31;2022-03-04;1;Horizon 2020 Framework Programme
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;Horizon 2020 Framework Programme
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;CELLEX Foundation (Fundació Privada Cellex)
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;Severo Ochoa Center of Excellence, Centres de Recerca de Catalunya (CERCA)
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;European Union Regional Development Fund
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;European Metrology Programme for Innovation and Research (EMPIR)
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;Agency for Management of University and Research Grants (Agència de Gestió d'Ajuts Universitaris i de Recerca)
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;Spanish Ministry of Science and Innovation (Ministerio de Ciencia e Innovación)
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;Fundació Mir-Puig
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;2022-03-03;9;La Caixa Foundation (Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona)
Demoulding process assessment of elastomers in micro-textured moulds;https://open-research-europe.ec.europa.eu/articles/1-120/v1;2022-02-24;1;Horizon 2020 Framework Programme
Transition from monolithic to microservice-based applications. Challenges from the developer perspective;https://open-research-europe.ec.europa.eu/articles/2-24;2022-02-23;1;Horizon 2020 Framework Programme
Hydrogen and deuterium charging of lifted-out specimens for atom probe tomography;https://open-research-europe.ec.europa.eu/articles/1-122;2022-02-21;1;Horizon 2020 Framework Programme
Geniac: Automatic Configuration GENerator and Installer for nextflow pipelines;https://open-research-europe.ec.europa.eu/articles/1-76;2022-02-21;3;Horizon 2020 Framework Programme
Geniac: Automatic Configuration GENerator and Installer for nextflow pipelines;https://open-research-europe.ec.europa.eu/articles/1-76;2022-02-21;3;Centre national de la recherche scientifique
Geniac: Automatic Configuration GENerator and Installer for nextflow pipelines;https://open-research-europe.ec.europa.eu/articles/1-76;2022-02-21;3;Institut Curie
Data Management Plans in Horizon 2020: what beneficiaries think and what we can learn from their experience;https://open-research-europe.ec.europa.eu/articles/1-42;2022-02-21;1;Horizon 2020
Natural language processing for aviation safety: extracting knowledge from publicly-available loss of separation reports;https://open-research-europe.ec.europa.eu/articles/1-110;2022-02-18;1;Horizon 2020 Framework Programme
Protocol for ethyl methanesulphonate (EMS) mutagenesis application in rice;https://open-research-europe.ec.europa.eu/articles/1-19;2022-02-14;1;Horizon 2020 Framework Programme
A data processing approach with built-in spatial resolution reduction methods to construct energy system models;https://open-research-europe.ec.europa.eu/articles/1-36;2022-02-10;1;Horizon 2020 Framework Programme
Developing and testing the GlobalSCAPE science communicator diary survey: methodological pilot research findings to improve a repeated-measures survey design;https://open-research-europe.ec.europa.eu/articles/2-18;2022-02-08;1;Horizon 2020 Framework Programme
SESAME – a synchrotron light source in the Middle East: an international research infrastructure in the making;https://open-research-europe.ec.europa.eu/articles/1-51;2022-02-04;1;Horizon 2020 Framework Programme
Life cycle analysis of the solar thermochemical energy storage scheme SOCRATCES;https://open-research-europe.ec.europa.eu/articles/2-14;2022-02-03;1;Horizon 2020 Framework Programme
Inhibition of vacuum sublimation artefacts for (Scanning) Transmission Electron Microscopy ((S)TEM) of sulphur samples via encapsulation;https://open-research-europe.ec.europa.eu/articles/2-1;2022-02-01;2;Horizon 2020 Framework Programme
Inhibition of vacuum sublimation artefacts for (Scanning) Transmission Electron Microscopy ((S)TEM) of sulphur samples via encapsulation;https://open-research-europe.ec.europa.eu/articles/2-1;2022-02-01;2;Science Foundation Ireland
Alternative Types of Ambiguity and their Effects on Climate Change Regulation;https://open-research-europe.ec.europa.eu/articles/2-9;2022-01-21;1;Horizon 2020 Framework Programme
DARLENE – Improving situational awareness of European law enforcement agents through a combination of augmented reality and artificial intelligence solutions;https://open-research-europe.ec.europa.eu/articles/1-87/v1;2022-01-21;1;Horizon 2020 Framework Programme
Analysis of the concept of informal economy through 102 definitions: legality or necessity;https://open-research-europe.ec.europa.eu/articles/1-134;2022-01-18;2;Horizon 2020 Framework Programme
Analysis of the concept of informal economy through 102 definitions: legality or necessity;https://open-research-europe.ec.europa.eu/articles/1-134;2022-01-18;2;Universidad Técnica de Manabí
Responses to digital disinformation as part of hybrid threats: a systematic review on the effects of disinformation and the effectiveness of fact-checking/debunking;https://open-research-europe.ec.europa.eu/articles/2-8/v1;2022-01-13;1;Horizon 2020 Framework Programme
The future of education equity policy in a COVID-19 world: a qualitative systematic review of lessons from education policymaking;https://open-research-europe.ec.europa.eu/articles/1-78;2022-01-13;1;Horizon 2020 Framework Programme
The WOOL Dialogue Platform: Enabling Interdisciplinary User-Friendly Development of Dialogue for Conversational Agents;https://open-research-europe.ec.europa.eu/articles/2-7;2022-01-13;1;Horizon 2020 Framework Programme
Testing a computational model of causative overgeneralizations: Child judgment and production data from English, Hebrew, Hindi, Japanese and K’iche’;https://open-research-europe.ec.europa.eu/articles/1-1/v1;2022-01-12;2;Horizon 2020 Framework Programme
Testing a computational model of causative overgeneralizations: Child judgment and production data from English, Hebrew, Hindi, Japanese and K’iche’;https://open-research-europe.ec.europa.eu/articles/1-1/v1;2022-01-12;2;Economic and Social Research Council
Can detection and prediction models for Alzheimer’s Disease be applied to Prodromal Parkinson’s Disease using explainable artificial intelligence? A brief report on Digital Neuro Signatures.;https://open-research-europe.ec.europa.eu/articles/1-146;2022-01-10;1;Horizon 2020 Framework Programme
Assessment of the efficacy of SARS-CoV-2 vaccines in non-human primate studies: a systematic review;https://open-research-europe.ec.europa.eu/articles/2-4;2022-01-07;1;Horizon 2020 Framework Programme
Drone-based electromagnetic survey system for geophysical applications;https://open-research-europe.ec.europa.eu/articles/2-3;2022-01-07;1;Horizon 2020 Framework Programme
Affordable and effective optokinetic response methods to assess visual acuity and contrast sensitivity in larval to juvenile zebrafish;https://open-research-europe.ec.europa.eu/articles/1-92;2022-01-06;1;Horizon 2020 Framework Programme
Non-combustion non-solar deployment characterization of a free-piston Stirling engine to integrate with an exothermic reactor;https://open-research-europe.ec.europa.eu/articles/1-155;2021-12-21;1;Horizon 2020 Framework Programme
Sustainable insulating foams based on recycled polyurethanes from construction and demolition wastes;https://open-research-europe.ec.europa.eu/articles/1-37;2021-12-16;1;Horizon 2020 Framework Programme
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;2021-12-13;3;Horizon 2020 Framework Programme
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;2021-12-13;3;National Science Foundation
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;2021-12-13;3;FP7 People: Marie-Curie Actions
Ethics as attention to context: recommendations for the ethics of artificial intelligence;https://open-research-europe.ec.europa.eu/articles/1-27;2021-12-13;1;Horizon 2020 Framework Programme
Study on human subjects – influence of stress and alcohol in simulated traffic situations;https://open-research-europe.ec.europa.eu/articles/1-83;2021-12-07;1;Horizon 2020 Framework Programme
Enabling transdisciplinary research: Suggestions for avoiding `road-blocks' based on a case study;https://open-research-europe.ec.europa.eu/articles/1-147;2021-12-03;1;Horizon 2020 Framework Programme
A new nomenclature for the livestock-associated Mycobacterium tuberculosis complex based on phylogenomics;https://open-research-europe.ec.europa.eu/articles/1-100;2021-12-01;2;Horizon 2020 Framework Programme
A new nomenclature for the livestock-associated Mycobacterium tuberculosis complex based on phylogenomics;https://open-research-europe.ec.europa.eu/articles/1-100;2021-12-01;2;Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung
Co-feeding of vacuum gas oil and pinewood-derived hydrogenated pyrolysis oils in a fluid catalytic cracking pilot plant to generate olefins and gasoline;https://open-research-europe.ec.europa.eu/articles/1-143;2021-11-30;1;Horizon 2020 Framework Programme
Revisiting the Rist diagram for predicting operating conditions in blast furnaces with multiple injections;https://open-research-europe.ec.europa.eu/articles/1-141;2021-11-29;1;Horizon 2020 Framework Programme
Targeted gene knock-in reduces variation between transformants in the mushroom-forming fungus Schizophyllum commune;https://open-research-europe.ec.europa.eu/articles/1-140;2021-11-29;1;Horizon 2020 Framework Programme
An agenda-setting paper on data sharing platforms: euCanSHare workshop;https://open-research-europe.ec.europa.eu/articles/1-80;2021-11-23;1;Horizon 2020 Framework Programme
Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field;https://open-research-europe.ec.europa.eu/articles/1-129;2021-11-19;1;Horizon 2020 Framework Programme
Data from a survey on the impact of the pandemic on early-stage academics;https://open-research-europe.ec.europa.eu/articles/1-138/v1;2021-11-17;1;Horizon 2020 Framework Programme
Ocean Lagrangian Trajectories (OLTraj): Lagrangian analysis for non-expert users;https://open-research-europe.ec.europa.eu/articles/1-117;2021-11-15;2;Horizon 2020 Framework Programme
Ocean Lagrangian Trajectories (OLTraj): Lagrangian analysis for non-expert users;https://open-research-europe.ec.europa.eu/articles/1-117;2021-11-15;2;UK Natural Environment Research Council
Assessing the generalisability of a multicentre qualitative dementia research: the experience and challenges faced by the MinD project in Europe;https://open-research-europe.ec.europa.eu/articles/1-64;2021-11-10;1;Horizon 2020 Framework Programme
A policy response to workplace innovation for the rail sector;https://open-research-europe.ec.europa.eu/articles/1-108;2021-11-08;1;Horizon 2020 Framework Programme
Presence, flow, and narrative absorption questionnaires: a scoping review;https://open-research-europe.ec.europa.eu/articles/1-11;2021-11-04;1;Horizon 2020 Framework Programme
Digital twins for managing railway maintenance and resilience;https://open-research-europe.ec.europa.eu/articles/1-91;2021-11-01;2;Horizon 2020 Framework Programme
Digital twins for managing railway maintenance and resilience;https://open-research-europe.ec.europa.eu/articles/1-91;2021-11-01;2;Japan Society for the Promotion of Science
Industrial symbiosis platforms for synergy identification and their most important data points: a systematic review;https://open-research-europe.ec.europa.eu/articles/1-101;2021-11-01;1;Horizon 2020
The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed forest stands and simulating management operations;https://open-research-europe.ec.europa.eu/articles/1-61;2021-11-01;7;Horizon 2020 Framework Programme
The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed forest stands and simulating management operations;https://open-research-europe.ec.europa.eu/articles/1-61;2021-11-01;7;Narodowe Centrum Nauki
The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed forest stands and simulating management operations;https://open-research-europe.ec.europa.eu/articles/1-61;2021-11-01;7;Fachagentur Nachwachsende Rohstoffe
The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed forest stands and simulating management operations;https://open-research-europe.ec.europa.eu/articles/1-61;2021-11-01;7;Office national des forêts
The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed forest stands and simulating management operations;https://open-research-europe.ec.europa.eu/articles/1-61;2021-11-01;7;Ministrstvo za Izobraževanje, Znanost in Šport
The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed forest stands and simulating management operations;https://open-research-europe.ec.europa.eu/articles/1-61;2021-11-01;7;Agence de la transition écologique
The Salem simulator version 2.0: a tool for predicting the productivity of pure and mixed forest stands and simulating management operations;https://open-research-europe.ec.europa.eu/articles/1-61;2021-11-01;7;Agence Nationale de la Recherche
A simple and cheap aerosol penetrometer for filter testing using an electronic cigarette.;https://open-research-europe.ec.europa.eu/articles/1-5;2021-10-28;2;Horizon 2020 Framework Programme
A simple and cheap aerosol penetrometer for filter testing using an electronic cigarette.;https://open-research-europe.ec.europa.eu/articles/1-5;2021-10-28;2;Linz Center of Mechatronics
The critical issue of using lead for sustainable massive production of perovskite solar cells: a review of relevant literature;https://open-research-europe.ec.europa.eu/articles/1-44;2021-10-28;2;Horizon 2020 Framework Programme
The critical issue of using lead for sustainable massive production of perovskite solar cells: a review of relevant literature;https://open-research-europe.ec.europa.eu/articles/1-44;2021-10-28;2;Ministero dell’Istruzione, dell’Università e della Ricerca
Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control;https://open-research-europe.ec.europa.eu/articles/1-107/v1;2021-10-27;7;Horizon 2020 Framework Programme
Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control;https://open-research-europe.ec.europa.eu/articles/1-107/v1;2021-10-27;7;Institut National de la Santé et de la Recherche Médicale
Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control;https://open-research-europe.ec.europa.eu/articles/1-107/v1;2021-10-27;7;European Research Council
Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control;https://open-research-europe.ec.europa.eu/articles/1-107/v1;2021-10-27;7;Centre National de la Recherche Scientifique
Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control;https://open-research-europe.ec.europa.eu/articles/1-107/v1;2021-10-27;7;Aix-Marseille Université
Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control;https://open-research-europe.ec.europa.eu/articles/1-107/v1;2021-10-27;7;Agence Nationale de la Recherche
Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control;https://open-research-europe.ec.europa.eu/articles/1-107/v1;2021-10-27;7;MSDAVENIR
A collection of narrative practices on cultural heritage with innovative technologies and creative strategies;https://open-research-europe.ec.europa.eu/articles/1-130;2021-10-25;1;Horizon 2020 Framework Programme
Building a safety buffer for European food security: the role of small-scale food production and local ecological and gastronomic knowledge in light of COVID-19;https://open-research-europe.ec.europa.eu/articles/1-10;2021-10-21;1;Horizon 2020 Framework Programme
Local invertibility and sensitivity of atomic structure-feature mappings;https://open-research-europe.ec.europa.eu/articles/1-126;2021-10-20;4;Horizon 2020 Framework Programme
Local invertibility and sensitivity of atomic structure-feature mappings;https://open-research-europe.ec.europa.eu/articles/1-126;2021-10-20;4;Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung
Local invertibility and sensitivity of atomic structure-feature mappings;https://open-research-europe.ec.europa.eu/articles/1-126;2021-10-20;4;Leverhulme Trust
Local invertibility and sensitivity of atomic structure-feature mappings;https://open-research-europe.ec.europa.eu/articles/1-126;2021-10-20;4;Natural Sciences and Engineering Research Council of Canada
How many online workers are there in the world? A data-driven assessment;https://open-research-europe.ec.europa.eu/articles/1-53;2021-10-15;1;Horizon 2020 Framework Programme
COVID-19 vs. stakeholder engagement: the impact of coronavirus containment measures on stakeholder involvement in European energy research projects;https://open-research-europe.ec.europa.eu/articles/1-57;2021-10-14;1;Horizon 2020 Framework Programme
Learning outcomes of leader and leadership development: Method of Soft and Female leadership (SFL) empirical framework for driving the gender equality change in Mediterranean Engineering Education;https://open-research-europe.ec.europa.eu/articles/1-63;2021-10-13;1;Horizon2020 Framework Program
Crossover comparison of climate-change adaptation measures taken in the Gdansk (Baltic-sea) and Rotterdam (Nord-sea) deltas.;https://open-research-europe.ec.europa.eu/articles/1-9;2021-10-13;1;Horizon 2020 Framework Programme
Spontaneity of nuclear fusion: a qualitative analysis via classical thermodynamics;https://open-research-europe.ec.europa.eu/articles/1-67;2021-10-12;1;Horizon 2020 Framework Programme
Financial development, poverty, and human development in the Fintech age: a regional analysis of the Southeast Asian states;https://open-research-europe.ec.europa.eu/articles/1-118;2021-10-04;1;Horizon 2020 Framework Programme
Do fluorocarbons substantially increase transdermal oxygen delivery? A proof-of-principle study in mice;https://open-research-europe.ec.europa.eu/articles/1-39/v1;2021-09-30;2;Horizon 2020 Framework Programme
Do fluorocarbons substantially increase transdermal oxygen delivery? A proof-of-principle study in mice;https://open-research-europe.ec.europa.eu/articles/1-39/v1;2021-09-30;2;Volkswagen Foundation
Verification and validation of an automated robot inspection cell for automotive body-in-white: a use case for the VALU3S ECSEL project;https://open-research-europe.ec.europa.eu/articles/1-115;2021-09-29;2;Horizon 2020 Framework Programme
Verification and validation of an automated robot inspection cell for automotive body-in-white: a use case for the VALU3S ECSEL project;https://open-research-europe.ec.europa.eu/articles/1-115;2021-09-29;2;Türkiye Bilimsel ve Teknolojik Araştirma Kurumu
Record linkage of population-based cohort data from minors with national register data: a scoping review and comparative legal analysis of four European countries;https://open-research-europe.ec.europa.eu/articles/1-58;2021-09-27;2;Horizon 2020 Framework Programme
Record linkage of population-based cohort data from minors with national register data: a scoping review and comparative legal analysis of four European countries;https://open-research-europe.ec.europa.eu/articles/1-58;2021-09-27;2;Fundação para a Ciência e a Tecnologia
Skilled we-intentionality: Situating joint action in the living environment;https://open-research-europe.ec.europa.eu/articles/1-54;2021-09-27;1;Horizon 2020 Framework Programme
Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?;https://open-research-europe.ec.europa.eu/articles/1-8;2021-09-23;3;Horizon 2020 Framework Programme
Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?;https://open-research-europe.ec.europa.eu/articles/1-8;2021-09-23;3;ERASMUS
Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?;https://open-research-europe.ec.europa.eu/articles/1-8;2021-09-23;3;Fonds Wetenschappelijk Onderzoek
Ethyl lactate production by reactive distillation – optimization of reaction kinetics and energy efficiency;https://open-research-europe.ec.europa.eu/articles/1-82;2021-09-23;1;Horizon 2020 Framework Programme
Superradiant lasing in inhomogeneously broadened ensembles with spatially varying coupling;https://open-research-europe.ec.europa.eu/articles/1-73;2021-09-22;1;Horizon 2020 Framework Programme
A micro credential for interoperability;https://open-research-europe.ec.europa.eu/articles/1-109;2021-09-15;4;Horizon 2020 Framework Programme
A micro credential for interoperability;https://open-research-europe.ec.europa.eu/articles/1-109;2021-09-15;4;Science Foundation Ireland
A micro credential for interoperability;https://open-research-europe.ec.europa.eu/articles/1-109;2021-09-15;4;European Regional Development Fund
A micro credential for interoperability;https://open-research-europe.ec.europa.eu/articles/1-109;2021-09-15;4;Davra Network
Researching and practicing ARTIVISM through field-crossing: an innovative method for collaborative research;https://open-research-europe.ec.europa.eu/articles/1-106;2021-09-13;1;Horizon 2020 Framework Programme
Doctoral Studies as part of an Innovative Training Network (ITN): Early Stage Researcher (ESR) experiences;https://open-research-europe.ec.europa.eu/articles/1-34;2021-09-06;1;Horizon 2020 Framework Programme
